22/08/2017,-16.99,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 18/08/2017
22/08/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 18/08/2017
22/08/2017,-59.00,LIQUORLAND 3403 SUTHERLAND AU AUS Card xx7113 Value Date: 19/08/2017
22/08/2017,-1.85,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 19/08/2017
19/08/2017,-25.00,LEFT BOWER CAFE       SUTHERLAND   NSWAU
19/08/2017,-4.00,GPBM PTY LTD SYDNEY NS AUS Card xx7113 Value Date: 17/08/2017
19/08/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 17/08/2017
19/08/2017,-7.50,X-OPORTO SYDNEY CENQPS SYDNEY  AUS Card xx7113 Value Date: 18/08/2017
18/08/2017,-16.29,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 16/08/2017
18/08/2017,-13.12,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 15/08/2017
18/08/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 16/08/2017
18/08/2017,-50.00,TRANSPORT FOR NSW SYDNEY  AUS Card xx7113 Value Date: 16/08/2017
17/08/2017,-4.00,HOK LAI PTY LTD    QPS HAYMARKET  AUS Card xx8731 Value Date: 16/08/2017
17/08/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 15/08/2017
17/08/2017,-13.90,FORTUNATO & CO P L SUTHERLAND NS AUS Card xx7113 Value Date: 12/08/2017
17/08/2017,-14.90,TRIPLE C MANAGEMENTQPS SYDNEY  AUS Card xx7113 Value Date: 16/08/2017
17/08/2017,-4.50,STARBUCKS TRANSPORT SYDNEY  AUS Card xx7113 Value Date: 15/08/2017
17/08/2017,-500.00,DEFT RENT            NetBank BPAY 4481 26169508 1 9 gray week rent
16/08/2017,-15.87,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 13/08/2017
16/08/2017,-20.00,SUTHERLAND MEDICAL SUTHERLAND  AUS Card xx8731 Value Date: 15/08/2017
16/08/2017,-124.97,FOREVER NEW CLTHNG SYDNEY NS AUS Card xx8731 Value Date: 13/08/2017
16/08/2017,-11.84,OK SUPERMARKET HURST HURSTVILLE NS AUS Card xx8731 Value Date: 13/08/2017
16/08/2017,-52.60,HARVIN SPICES HURSTVILLE NS AUS Card xx8731 Value Date: 13/08/2017
16/08/2017,-14.00,BIANCHINI'S ESPRESSO GYMEA NS AUS Card xx8731 Value Date: 13/08/2017
16/08/2017,-5.00,SMIGGLE S84 SYDNEY NS AUS Card xx8731 Value Date: 13/08/2017
16/08/2017,-7.30,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 14/08/2017
16/08/2017,-34.00,BIANCHINI'S ESPRESSO GYMEA NS AUS Card xx7113 Value Date: 13/08/2017
16/08/2017,-118.00,WWW.BLUEBANANAS.COM.AU SYDNEY NS AUS Card xx7113 Value Date: 12/08/2017
15/08/2017,-11.37,UBER   *TRIP WBZLF SYDNEY NS AUS Card xx8731 Value Date: 11/08/2017
15/08/2017,-4.00,HOK LAI PTY LTD    QPS HAYMARKET  AUS Card xx8731 Value Date: 14/08/2017
15/08/2017,-4.50,BIANCHINI'S ESPRESSO GYMEA NS AUS Card xx8731 Value Date: 11/08/2017
15/08/2017,-9.20,KOKO BLACK AUSTRALIA SYDNEY  AUS Card xx8731 Value Date: 13/08/2017
15/08/2017,-16.14,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 11/08/2017
15/08/2017,-3.00,U AT MQ LTD SHOP NORTH RYDE NS AUS Card xx7113 Value Date: 11/08/2017
15/08/2017,-3.30,MARXINES NORTH RYDE NS AUS Card xx7113 Value Date: 11/08/2017
15/08/2017,-17.99,NETFLIX COM MELBOURNE  AUS Card xx7113 Value Date: 10/08/2017
15/08/2017,-9.20,KOKO BLACK AUSTRALIA P SYDNEY  AUS Card xx7113 Value Date: 11/08/2017
15/08/2017,-3.50,DAVID TRACY INVESTMENT SYDNEY  AUS Card xx7113 Value Date: 14/08/2017
13/08/2017,-100.00,Wdl ATM CBA ATM  SUTHERLAND     NSW 225901   AUS
12/8/2017,-7.84,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 09/08/2017
11/8/2017,-3.20,PANZEROTTI AUSTRALIA SYDNEY NS AUS Card xx7113 Value Date: 08/08/2017
11/8/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 09/08/2017
11/8/2017,-7.00,REDFORNO PTY LTD   QPS PUNCHBOWL  AUS Card xx7113 Value Date: 10/08/2017
10/8/2017,-500.00,DEFT RENT            NetBank BPAY 4481 26169508 1 9 gray week rent
10/8/2017,-18.60,SAVOURY COURT HAYMARKET NS AUS Card xx8731 Value Date: 08/08/2017
10/8/2017,-11.39,UBER   *TRIP DYVHR SYDNEY NS AUS Card xx8731 Value Date: 07/08/2017
10/8/2017,-4.00,HOK LAI PTY LTD    QPS HAYMARKET  AUS Card xx8731 Value Date: 09/08/2017
10/8/2017,-18.47,HJ VICTORY PTY LTD QPS SYLVANIA  AUS Card xx8731 Value Date: 09/08/2017
10/8/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 08/08/2017
10/8/2017,-7.50,TASTE BAGUETTE HURST HURSTVILLE NS AUS Card xx7113 Value Date: 06/08/2017
10/8/2017,-44.20,LEELA ENTERPRISES P/ MIRANDA NS AUS Card xx7113 Value Date: 05/08/2017
10/8/2017,-5.00,TRIPLE C MANAGEMENTQPS SYDNEY  AUS Card xx7113 Value Date: 09/08/2017
9/8/2017,-40.00,TRANSPORT FOR NSW        SYDNEY       AU
9/8/2017,-4.00,HOK LAI PTY LTD    QPS HAYMARKET  AUS Card xx8731 Value Date: 08/08/2017
9/8/2017,-75.00,SHIRE MODELS SUTHERLAND NS AUS Card xx7113 Value Date: 05/08/2017
9/8/2017,-7.30,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 07/08/2017
9/8/2017,-12.00,BIANCHINI'S ESPRESSO GYMEA NS AUS Card xx7113 Value Date: 05/08/2017
9/8/2017,-14.36,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 06/08/2017
9/8/2017,-40.77,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 05/08/2017
9/8/2017,-50.00,TRANSPORT FOR NSW SYDNEY  AUS Card xx7113 Value Date: 07/08/2017
9/8/2017,-12.50,MAD MEX FRESH MEXICQPS SYDNEY  AUS Card xx7113 Value Date: 08/08/2017
8/8/2017,-12.50,UFF FOODS PTY LTD PRESTONS  AUS Card xx7113 Value Date: 05/08/2017
8/8/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 04/08/2017
8/8/2017,-14.90,UNIQLO MIRANDA NS AUS Card xx8731 Value Date: 03/08/2017
8/8/2017,-6.00,CFFC MIRANDA PTY LTD MIRANDA NS AUS Card xx8731 Value Date: 03/08/2017
8/8/2017,-12.03,UBER   *TRIP XLFJH SYDNEY NS AUS Card xx8731 Value Date: 04/08/2017
8/8/2017,-4.00,HOK LAI PTY LTD    QPS HAYMARKET  AUS Card xx8731 Value Date: 07/08/2017
5/8/2017,-98.00,MYER  MIRANDA MIRANDA NS AUS Card xx8731 Value Date: 03/08/2017
5/8/2017,-12.99,PAYPAL *HANAFYMOHAM 4029357733 AU AUS Card xx8731 Value Date: 02/08/2017
5/8/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 03/08/2017
5/8/2017,-10.50,PLINE PH SUTHERLAND SUTHERLAND  AUS Card xx7113 Value Date: 01/08/2017
5/8/2017,-8.00,THE ROAST HOUSE DELI SYDNEY  AUS Card xx7113 Value Date: 04/08/2017
4/8/2017,-19.47,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 02/08/2017
4/8/2017,-10.97,MR J ASIAN GROCERY SUP MIRANDA  AUS Card xx8731 Value Date: 03/08/2017
4/8/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 02/08/2017
